window_end_date,signature_trailing_score,signature_consecutive_distance,returns_trailing_score,covariance_trailing_score,volatility_trailing_score
2010-04-29,1.205442794273834,0.781436014569088,5.66553156692083,0.17906621173461276,0.1761903927264265
2010-04-30,1.815265175880353,1.1252703698424722,6.250444857387932,0.3062688961418622,0.3856625567360367
2010-05-03,2.12530847807726,1.1771719862445846,6.085320106642656,0.2850765306310008,0.5337111746660783
2010-05-04,3.3658901781971537,2.0692410669242083,7.258899238517288,0.6585232737112392,0.8842917262922229
2010-05-05,3.1111921750117033,0.7441205840804728,7.1797018159368635,0.6525918475670757,0.9035758880448304
2010-05-06,6.914972799507504,4.5274894990178876,8.94190234442509,1.43121264187192,1.5123188848912852
2010-05-07,7.48673166599991,3.3116207431754394,9.374728070911178,1.3329277669318427,1.691555103506568
2010-05-10,3.4293929131960117,5.255114533771591,11.089757569383615,2.623710129886935,2.7039190462936213
2010-05-11,3.3683604264175386,0.44687199110859294,11.094549319567962,2.592162388391425,2.6804332696981854
2010-05-12,3.496088235421001,1.047571808328062,11.171122642379066,2.62772701740803,2.704697628556269
2010-05-13,3.893515909391726,1.0727191465829897,11.33783233629015,2.6566062969073827,2.725850422891306
2010-05-14,4.085957242318371,1.6494360818370049,11.535636090869502,2.781809895885232,2.793013996184676
2010-05-17,4.059251778075448,0.3829302126732915,11.542673203918618,2.751146553960634,2.7684753429261817
2010-05-18,5.527862105894138,2.421321081336553,11.736067248212578,2.811392264414359,2.7839120443188503
2010-05-19,5.647387773293141,1.0547743296410828,11.72779588893302,2.7741853255668274,2.731034169568521
2010-05-20,12.709557497930009,7.730968962211019,12.781651675964289,3.2783063814058555,3.0559221134655576
2010-05-21,12.099804118040653,1.8474236520251712,12.87124890473948,3.2591210981121703,3.06609290283001
2010-05-24,11.965040602699222,1.8568769729017092,12.92515672613605,3.19993995402881,3.046821352505728
2010-05-25,7.758599566671439,4.629785473479941,12.48608036261574,2.980582298043433,2.9066337791509707
2010-05-26,9.864424492881996,2.816157445227067,12.489445694643463,2.823552951085819,2.8117649834374845
2010-05-27,5.178806497977729,5.700274217603415,13.346407468451503,3.738742113044131,3.276817574538709
2010-05-28,3.930712610385592,1.6324235244043048,13.132876331028248,3.557530071745192,3.162389251198583
2010-06-01,6.555905005296774,3.3252983303711097,13.180184908917932,3.4181311082591836,3.0491708064075116
2010-06-02,2.3081424785662694,5.772774198146915,12.98938519061609,3.382547209393545,3.033975213451462
2010-06-03,2.343978063014821,0.9967144131496399,13.004177950278244,3.3689732729327235,3.003176198913404
2010-06-04,2.317984858188244,1.3313042929438448,12.871771600336086,3.242774385483948,2.9080859846922147
2010-06-07,2.1031848789620162,1.247599770697372,12.67098955392969,3.313007999831456,2.7640087209741497
2010-06-08,3.596113197008363,3.640956964323777,11.260211717910456,2.0196880082371615,1.8945589466905046
2010-06-09,3.8902920511653005,0.7985416011402545,11.269953552300718,1.9516336551903346,1.83917013664577
2010-06-10,2.8807130592902417,1.8491616371860315,11.844055285015806,2.3502461696446915,2.0699367038978256
2010-06-11,1.9196086250860789,1.7104301280769254,11.784405819874285,2.201001396152502,2.03247747157536
2010-06-14,1.8957198742974304,1.750101871713418,11.43105531930547,1.9099437453488404,1.8381558313697428
2010-06-15,2.1839646343313417,0.9294564180817635,11.824345486136595,2.0627649888762583,1.9701376048488513
2010-06-16,2.384210451493211,0.6357365534384101,11.61657521727682,1.8254982464377711,1.8135206212492154
2010-06-17,2.4298912179194754,0.3941414835371122,11.611711603404752,1.7431641195671286,1.7512363414534586
2010-06-18,3.0030362650808007,1.8948255630829278,10.435674873390898,0.8112415156522633,1.0804864527385623
2010-06-21,2.6889170402324885,0.9097378600537502,10.341124350293628,0.7470647636428268,1.009663114759125
2010-06-22,2.7189645420316872,0.7748204909397145,10.43260591716518,0.8577996685519718,1.0224254599213702
2010-06-23,2.7755849041861844,0.4125528802381468,10.445075060330794,0.8329899797275849,0.9838070008869106
2010-06-24,2.7554202042760285,0.6916901861321776,10.582590059416509,0.783711478384341,1.0041005475285336
2010-06-25,1.7951377475158845,1.7683628332994816,9.360249882164432,0.23002948245517144,0.43271560660424657
2010-06-28,1.925783128830152,0.5627789457596881,9.3091153221491,0.22884522920585,0.3534318092000868
2010-06-29,2.3734026274507514,1.8488336354389647,10.029082501395024,0.33445683036038815,0.6854156002421636
2010-06-30,2.8131069683735985,3.1745070547465675,9.569737273821607,0.3001809078089152,0.41093332920279835
2010-07-01,3.967553673550058,1.6135781617194658,9.494650709492362,0.4142453602572067,0.36619185417660016
2010-07-02,2.7982600060971996,4.592789352876514,8.14570042758117,1.1531010099506618,0.6386198917166719
2010-07-06,3.502094399700193,1.4166920346641663,8.015834215055467,1.2721516412340914,0.664920824907899
2010-07-07,2.9832279141038716,1.7020932409029323,9.002310395193875,0.9002131860607934,0.4969982555023728
2010-07-08,3.175182462040609,0.6220419361992666,9.100002980580898,0.8574616470156203,0.4475554799515522
2010-07-09,2.2389857857286515,1.535138774850003,8.229924478597596,1.348771363935213,0.8087504326532986
2010-07-12,2.307940273536433,0.6272367964061718,8.097705560558984,1.3336497398541225,0.9468322857450415
2010-07-13,2.615278372907901,0.5854741976248548,8.370695133563135,1.2207206700060296,0.8732123442686781
2010-07-14,2.1266659871565925,1.0946977897509842,7.850764821220991,1.4183214474194563,0.9798803884465721
2010-07-15,2.1565499228545124,0.3630645963566737,7.878521211372796,1.4269716636283494,0.9622228574638577
2010-07-16,1.5884461408125325,1.4403937599325367,8.464963547823562,1.2755608934280072,0.8330480079835798
2010-07-19,1.6953872349986998,0.4770619688255582,8.56858382427196,1.2305567623371514,0.7887414710300575
2010-07-20,1.9333355982843115,0.7866042304333973,8.679611256394534,1.2197613293495553,0.7976086990180773
2010-07-21,1.7940389472676377,0.4197870655601071,8.724408956395575,1.1661432249095323,0.7158796932764576
2010-07-22,2.8088921924963013,1.3073567943716689,9.334811230719016,0.8892305512040719,0.5226086443670918
2010-07-23,3.2281724837914587,0.8058356684763953,9.273301810469468,0.7886168948585175,0.5197285946209288
2010-07-26,3.3593295242302577,0.31539139006991707,9.354136451503079,0.7861865844198056,0.5324413370857329
2010-07-27,3.4746301428265607,0.6424404900414057,9.395717046703181,0.8502175673122391,0.5563615484972111
2010-07-28,4.072858821250995,1.4606594582690131,8.463610651203945,1.3823979453096156,1.088681592243452
2010-07-29,4.34492640981702,0.6351497216856041,8.381546060467386,1.50287996305672,1.2009752843003074
2010-07-30,4.259645267923286,1.2051574189037229,8.519466986215868,1.4725289535862214,1.128151752670107
2010-08-02,5.766129567228724,2.4654652759710656,8.988257844723208,1.2603438897840178,1.012932542052609
2010-08-03,4.938580070164259,1.2857173687026067,8.954071520212564,1.203806335551692,0.984768200357355
2010-08-04,3.729762684548009,1.8076588122269317,7.957001671065434,1.5324701970018362,1.3429941271976222
2010-08-05,3.3617572944718357,0.8113633024998229,7.82270806622833,1.5042318019168497,1.319671177728202
2010-08-06,3.0819194762266724,0.8934782225375572,7.762939932317352,1.45806444573936,1.2788839438164468
2010-08-09,3.1295853559222384,0.30005966541566487,7.807264801661352,1.4126781553914447,1.2405604885630765
2010-08-10,2.8343732221686357,0.9747951253058272,7.526981275024314,1.4558676221521614,1.2629266286882581
2010-08-11,2.232293095187359,1.108808160175893,8.26764944295668,1.019755840390107,0.8363976481280053
2010-08-12,2.205613300015497,0.4458960688678375,8.265825902900561,0.9936359517534269,0.8138042768149775
2010-08-13,2.3363981878036157,0.8555309725620353,7.735433771934469,1.1817116256775184,1.1206973485957914
2010-08-16,2.258232702889182,1.3088997317762776,8.01204800295479,1.1776344497194329,1.1064044835348346
2010-08-17,2.1354405274869306,0.8301260153725468,8.01980598189419,1.0905920739680048,1.0708774678619832
2010-08-18,2.0588345161296586,0.9482336744617225,7.748606048432242,1.2000402146586682,1.1245781659938472
2010-08-19,1.789796781658677,2.101263690347126,7.422168182783733,1.278933179797595,1.244723027745793
2010-08-20,2.349041716070978,0.942443999320055,7.235335705439556,1.313473106588265,1.2484540134373665
2010-08-23,2.919205479374332,1.154785226629674,7.163284097252272,1.3291796816947163,1.26375635494901
2010-08-24,6.105738908109591,3.6293038441535184,7.475060971183633,1.142604781220098,1.0994017205939006
2010-08-25,4.4933317327313835,1.895997430350252,7.50805503570387,1.0288374034665366,1.0155998741840344
2010-08-26,5.788395161228245,1.65224208687966,7.6051188628942255,0.9405105163087809,0.9541284832866057
2010-08-27,1.4547071996304846,4.768913741696531,8.330563436865846,0.7726606611001636,1.0079857798995127
2010-08-30,5.713841940704311,4.806636714245198,8.091397297934813,0.8900097726011055,1.1584111486330595
2010-08-31,6.115072734663512,0.9156784566365231,8.11703532237143,0.8610339091242883,1.1373231705431321
2010-09-01,3.9407737088220625,3.138093572875003,9.08510848668805,0.8311226395669669,1.0209958528250944
2010-09-02,2.7701644471353437,1.828773295421634,9.239557219173786,0.9487715039297394,1.0882758041915652
2010-09-03,2.473494268611754,1.8457495301225362,9.43827622276759,1.0868165990422667,1.1332289372394968
2010-09-07,3.194137804780788,2.031592423907721,9.677855697353404,1.2413101813406855,1.27100411021587
2010-09-08,2.6642896087796357,1.3477191533429504,9.75975749847849,1.3422149449713827,1.318604094831898
2010-09-09,2.15771754345407,2.271263117972944,9.375257092882537,1.4005916271507257,1.5365690567462162
2010-09-10,2.3701514903479453,0.5029878075622924,9.371700201850546,1.422342120255896,1.5316752777636857
2010-09-13,2.3856599500450515,0.9508178237149122,9.402618053931988,1.3065110013990855,1.4415102278078131
2010-09-14,2.1245133235794933,1.1893811267947783,9.115027253445271,1.0852020941229255,1.1589415606036755
2010-09-15,2.1421008956028906,0.7164538889481743,9.146079471381183,1.1420348546855832,1.2457799259298872
2010-09-16,2.3869644282372735,0.5897018626143018,9.215410396893265,1.1530567177815128,1.2558627814224863
2010-09-17,3.2036080593509904,1.4084567113164892,8.866119351591554,0.95177337297317,1.1752094697261461
2010-09-20,3.7823299499162526,1.3977169176193571,9.066516554729711,0.9110153539197854,1.1500268070730166
2010-09-21,3.952275365747397,1.338062158778075,9.134872552868378,1.0221606211319492,1.2596325835858782
2010-09-22,5.629277366454596,2.1298049668816863,8.862266732326503,0.9163850701938422,1.2460154275634716
2010-09-23,4.753376215038688,1.241872012161989,8.84438092663207,0.8966805693119133,1.202628470173226
2010-09-24,7.789603542238153,4.313049440531108,9.151927995222826,0.8937053312551689,1.1878802713645753
2010-09-27,4.971914574531204,5.009251144437306,8.588369503999765,0.6754466462548844,0.941275587284675
2010-09-28,7.057476508697892,2.922651951479623,8.288854537483644,0.5831528845528172,0.8910523710040944
2010-09-29,7.38497671677505,1.5613782353100245,8.257738253408663,0.5462107424549142,0.8216455202149413
2010-09-30,3.710098040140422,4.338927635161254,7.092249656540906,0.8293450532951674,1.0552144651572941
2010-10-01,2.6863779190724264,1.3043295442104028,6.913142578053385,0.8594391940739827,1.0364877387615214
2010-10-04,2.1047223562187494,1.5849563294975353,6.671436098396704,0.9146104881344385,0.996956939626841
2010-10-05,2.8937652606010116,2.358776152657829,6.759797341066039,0.9643684759651496,0.8608980983773129
2010-10-06,2.797387825661382,1.5572139130128062,6.751844442971419,0.9123566297241241,0.8026455043883726
2010-10-07,2.1625837942706796,1.4713335199168251,6.42952499718949,0.9829433980874651,0.899947098892748
2010-10-08,2.062597383716621,0.5424527920749009,6.430257432701439,0.9692001164836596,0.8871360299760663
2010-10-11,1.7089196879905681,0.7398688881905632,6.245219621902109,0.9586123210424476,0.9371154630362444
2010-10-12,1.5201559927889776,0.8429959638757907,6.285231748365391,0.9351514885947149,0.9108337030578206
2010-10-13,1.6451021839609437,0.7734170734199056,6.071422424043996,0.9862263371782072,1.009245810103393
2010-10-14,1.89292378036161,0.9487163888135864,6.20969315426278,0.9858598533866589,0.9001285844631729
2010-10-15,2.19976716017456,1.1458111767719628,6.4973619373830385,0.8863299191784989,0.7567347993995014
2010-10-18,1.6113269671953137,1.172671151796445,6.2826094803498265,0.840618446586442,0.8119288388410159
2010-10-19,1.639912161882053,0.6858582123019596,6.352094195751446,0.810338162090819,0.7949304702535733
2010-10-20,1.5008290981298271,0.709870103107506,6.335768641709767,0.8612493521810233,0.8346327452116918
2010-10-21,2.0913734553421457,1.0382115135713486,6.417780663412032,0.8496137945051536,0.7897013199473831
2010-10-22,1.5355740805582803,1.4348328947453175,5.866296511177655,1.0399074717892958,0.9976829836930599
2010-10-25,1.6494191130853884,0.9163293802341986,5.533025866692964,1.1928747078357007,1.2342644423783913
2010-10-26,2.631803320425198,1.4154101753720651,5.743934983494833,1.1606097324837814,1.1416146776872518
2010-10-27,3.0537088019524288,0.7243754468831609,5.792641245873255,1.1414353589228945,1.0970271324425935
2010-10-28,2.9304256592917812,0.3912267121238262,5.756185984395323,1.122849012552857,1.0757753228974591
2010-10-29,2.0160918264672745,1.1067285636221587,5.802101317834589,1.0582500792298435,0.9749595264753501
2010-11-01,2.732345704278017,1.0333138350073898,5.6821866294423975,1.100419242596326,1.0468979468810806
2010-11-02,1.5090041574768758,2.059167326147607,5.324724989465028,1.2057102585934842,1.1920531861974761
2010-11-03,3.365929878200079,2.5918224760975757,5.592051783876468,1.2098651799459499,1.1815775669064028
2010-11-04,2.7326741305616986,1.684950754460091,5.843973213285033,1.246089358169612,0.9571768147841312
2010-11-05,3.3851527365446916,1.449732314575637,6.071817753936369,1.215030496591431,0.8802868891914746
2010-11-08,2.932320836857491,0.5262312310782011,6.10510092547064,1.171960997109022,0.8415259330866863
2010-11-09,3.846409428107078,1.9643337926914377,6.509177182911443,1.2656488467472318,0.7237090420119704
2010-11-10,3.2152701858127424,0.8497641228928807,6.47279434257111,1.2435559169152757,0.7287285805208122
2010-11-11,2.633871581035629,1.4491498911550018,6.2914312412907485,1.1570399480761773,0.6827465891466176
2010-11-12,2.7190568991643977,1.657682465834357,6.300552110758995,1.2307355278762138,0.6146015122001857
2010-11-15,4.107340784202674,2.1986651715735057,6.581652598001477,1.2516542801858994,0.5905650268906263
2010-11-16,4.160206225434646,2.2603235054654145,7.28626280100513,0.9915474573206665,0.6312827386861055
2010-11-17,3.98488485509019,0.8081057419496478,7.2381763693557195,0.9460594556556764,0.6460489988264561
2010-11-18,2.7245365916872584,1.4997214621498396,7.3042744439493585,0.9871433373060323,0.4855307674415713
2010-11-19,2.5725810340074236,0.6169213821734811,7.312661919630769,0.9494673056281296,0.47204464526511897
2010-11-22,2.351182795605618,0.4776759798618273,7.348129046342559,0.9321321377236638,0.4516902054875888
2010-11-23,2.663693561225703,1.184852800648546,7.487972459556321,0.8118137677612812,0.2745175628030065
2010-11-24,2.007735150603379,1.1208082826040238,7.81913945229677,0.6101981413038643,0.4062346316550851
2010-11-26,2.2932127131861155,0.776252561678681,8.130453260934368,0.555221615854504,0.5415690466176268
2010-11-29,2.3445156048392604,0.42730466048175925,8.140505512114839,0.544137803736627,0.5365783569704332
2010-11-30,2.6324748724281375,0.49390099696272033,8.25680830717908,0.5109156117134241,0.5780576218876967
2010-12-01,2.138155763041101,1.6507754535077306,8.728970072386184,0.5512267429395752,0.8047953762215236
2010-12-02,1.687141112148132,0.973171070771416,8.515442901448939,0.44110179365452573,0.7124890488870774
2010-12-03,2.103057158374092,0.986865678255975,8.305512896807311,0.44858638406920864,0.5985006536438421
2010-12-06,2.1626355709225837,1.2258185700841773,8.263823140466373,0.4556131713225075,0.6040351370438308
2010-12-07,2.0551469435268666,0.9660062414696039,8.530659965823034,0.6079259462530533,0.7826044044285321
2010-12-08,1.7249077572515326,0.6975445748038395,8.191409521054844,0.5853088702052651,0.615522145423386
2010-12-09,1.7994349236513842,0.24333763900168534,8.2167040983404,0.6063050660217258,0.6329450888845922
2010-12-10,1.4109982093155846,0.4976381997174937,8.201677305124145,0.6395985036341247,0.6483712515573501
2010-12-13,1.219949008811504,0.6542991046044262,7.985736409266945,0.6826660183802734,0.5807321061724399
2010-12-14,1.734249166651474,1.066193948616827,7.8212330817373825,0.7002536884778225,0.46979435706939376
2010-12-15,2.42178912628857,2.445647014507232,7.109488208895666,0.21325969969027883,0.09027683683036637
2010-12-16,1.6891814559615967,1.008367096587159,7.184650029845085,0.2107071717404533,0.14477268230912851
2010-12-17,0.7540994064573737,1.793476050091463,7.307802430831924,0.36938018070713213,0.3444571078812698
2010-12-20,0.7002140420766533,0.3789677383518329,7.260333203929681,0.36679483683457215,0.3174286440468721
2010-12-21,1.0457969276780272,0.6031788725470302,7.294655710034786,0.37468523795162345,0.35125804585021164
2010-12-22,1.5617603400002242,1.458089145784716,6.973634637007881,0.32878866699564313,0.42241894755926623
2010-12-23,0.8672834913640267,1.58527711768698,6.531901628798335,0.22010578779704978,0.45516994623231705
2010-12-27,1.2673867950734279,0.7752815558187187,6.241983408132641,0.2428566060739545,0.5458673735352481
2010-12-28,2.1167208912852677,1.9414237387790296,6.442483753633563,0.2897305941470273,0.5711138702058256
2010-12-29,1.9967382861803087,1.2404777548405905,6.582365150233274,0.4337873802071417,0.7864759186595336
2010-12-30,1.0419672472043726,2.02129753315232,5.724811903778097,0.6037574079921936,1.0986099005203254
2010-12-31,1.6562660309341344,0.8540922778617955,5.7777500377862125,0.6093466098559408,1.253867692125952
2011-01-03,1.4302914001509426,0.46920363911430457,5.921724806592916,0.5245963563042253,1.009936567848087
2011-01-04,1.4165867905793827,0.5714312970978437,5.703753858794335,0.5149334690054653,0.9712670926061058
2011-01-05,0.7193922229588512,0.9880063445005618,5.728148506782417,0.42562755267096625,0.9197735107738402
2011-01-06,1.1561888109332208,0.6155158221152442,5.704314622618759,0.4202999234832534,0.8870838960728709
2011-01-07,1.2580521235822926,0.29911495195832954,5.720025754897154,0.3979730180099281,0.8571231535883248
2011-01-10,1.615179383791378,0.4430476074905491,5.729583232098476,0.4083969160823558,0.8628048767334985
2011-01-11,1.316458303818459,0.3526040551144176,5.709553738589285,0.40640995829314036,0.8555398659982089
2011-01-12,1.4217843385921278,0.5748718005605138,5.633573679054729,0.3739080394486396,0.7773776248817008
2011-01-13,2.101906074172604,0.8584628516355748,5.567755631648475,0.35820568968508604,0.8258586799332579
2011-01-14,1.7143512690326235,0.5553085602738961,5.518320610087309,0.3353368245355627,0.7978491735821438
2011-01-18,0.9888457327029205,0.9213122491093515,5.100027199071691,0.42884015268014986,0.8710252348945418
2011-01-19,1.2332816775003785,0.660601909847133,5.38462674643993,0.3632326351348807,0.6565319975142091
2011-01-20,0.7966069858438277,0.8155589795948738,5.486796491252428,0.328910233565085,0.5985061682453751
2011-01-21,1.2632072810859456,0.5911862611472501,5.59110167107294,0.30276742146563007,0.5568676937100148
2011-01-24,1.1031468223947305,0.44206663862627155,5.673533812476053,0.2933149965400965,0.5111266851642564
2011-01-25,1.1855128291053691,0.34209877072981487,5.6676084271642075,0.29252846803076504,0.5069623111559823
2011-01-26,1.142377836829775,0.7266829304682302,5.551010126274864,0.36095588571246445,0.5827101778158207
2011-01-27,0.80013548225466,0.6840061671220452,5.230777569889311,0.48170540207228796,0.757811601330899
2011-01-28,1.1052024946406591,0.819319802352711,5.9295214699786,0.47213814352431716,0.6907629905816238
2011-01-31,0.527122463962624,0.7702491563151673,5.832750220305904,0.5161733534422763,0.7642152097045531
2011-02-01,0.7385798784079044,0.40921597878658156,5.971309516007234,0.524503482461707,0.7954268106036072
2011-02-02,0.7166937866972941,0.05992264599160245,5.9694947132728045,0.5219033178839233,0.7934640095791141
2011-02-03,0.8008813367731277,0.665329559876037,5.573508143469059,0.6906162104872414,1.1169475429241995
2011-02-04,0.37653391152421634,0.6026085272229943,5.613710423612583,0.6585189363237595,1.0563160744135116
2011-02-07,0.6133976201720922,0.403804939944488,5.61494122892777,0.6488273281748327,1.0422203956548242
2011-02-08,1.173231836119743,0.8596973868143595,5.646551845728592,0.6393253071121098,1.026488296070042
2011-02-09,0.7304686993869244,0.8511272115584797,5.737710479026549,0.5846772104773184,0.9250267396855267
2011-02-10,0.5376954932940601,0.39255035533247407,5.747164262254733,0.548166172498132,0.8538154144133294
2011-02-11,1.007496667412509,0.6914243285609923,5.885289865767087,0.4876665058338434,0.7258100465182349
2011-02-14,1.0000460555692892,0.41003231133297,5.826687525928818,0.49263194853311754,0.7199804789903701
2011-02-15,1.093411258005721,0.39134212970545607,5.871808244293142,0.47128665710063966,0.6904778154708238
2011-02-16,1.0376388669981467,0.8648461054363917,5.64127044707884,0.5117526729178754,0.7074288962239127
2011-02-17,1.0694664999916264,0.7427459242784896,5.450471325733188,0.5542089560044944,0.8294253325135234
2011-02-18,1.036011495460588,0.5561895900957164,5.321930090046816,0.5823144229826854,0.8667083288037766
2011-02-22,1.2536081569993853,1.5691929205411252,6.344668356028133,0.48892960649604134,0.7947698815415859
2011-02-23,1.3747860945664394,0.3574167514543236,6.343518866772903,0.5264528289702607,0.8594281165147296
2011-02-24,1.6088131590850943,0.6322388349680077,6.21186186178624,0.5771183198574017,0.9871911286050837
2011-02-25,1.5011618032367355,0.33855411401000235,6.338695118354676,0.5714181906485413,1.000533688566568
2011-02-28,1.5116172246971653,1.004616558755687,5.6869087044959645,0.5016182628516773,0.8305915064983834
2011-03-01,1.6996298431822492,0.9394919837614079,6.030779671060201,0.5412066922938685,0.9513495066168265
2011-03-02,1.4747809005157113,0.7366242038199621,5.933798806482635,0.39784040589679426,0.6501667455255276
2011-03-03,0.9172222464620106,0.7221137690025335,6.341734254037382,0.3909746144293619,0.6957124932942117
2011-03-04,1.3645860932231875,0.5689382990670943,6.443915642114117,0.40701786248443317,0.7209976699387888
2011-03-07,1.6189389448038496,0.5171321724388942,6.551689179455572,0.42600894644498494,0.8027051982133573
2011-03-08,1.4028250919392637,0.3604954663223824,6.5658489484241,0.4193922139420382,0.7872175276717929
2011-03-09,1.8251836490091955,0.6838114426744003,6.611432942454937,0.4122404316440493,0.7821365923684289
2011-03-10,2.2753788581619783,0.7481153788850358,7.11510576649989,0.5070684726513764,0.8575097219847311
2011-03-11,2.2726201793804077,0.36785109512883996,7.08516109092389,0.5567253838863269,0.9179520055115841
2011-03-14,2.162218402564841,0.7983680098770146,6.915044107232602,0.6202597888506968,0.949780154470462
2011-03-15,2.94296423985511,1.1763043978309864,7.267793602340037,0.6792576506858301,0.9226382012896988
2011-03-16,4.101269663723679,1.5133796851032577,7.764871052870301,0.8409532444559427,1.0785724820641103
2011-03-17,3.5830870472792964,0.6100309582699286,7.911490637452667,0.9062270514932652,1.1182306772110067
2011-03-18,3.63861043390616,0.3685014752709579,7.917452924876167,0.8927632071570295,1.1034310216148848
2011-03-21,2.678089973078712,1.2210873969814005,8.188782486639985,1.0558345953501957,1.2766769423852293
2011-03-22,1.615224671773438,1.3705609872898505,7.364185773008728,0.7508657582788736,1.0096636450354266
2011-03-23,1.277245100168564,0.48497812889918374,7.294835469165472,0.7320194264087508,0.97974166292279
2011-03-24,0.9295829597084982,0.5895241924607083,7.455081803671441,0.8299485375518472,1.0409123401605564
2011-03-25,1.0245375496498086,0.38217336749236747,7.321593064232182,0.8310631225871844,0.9459817059566116
2011-03-28,1.1542837559119545,0.26707775648362275,7.329931551566781,0.8153303395881426,0.91013487470843
2011-03-29,0.6753925764670455,0.8160253482589412,7.091192119079636,0.7621152004889802,0.7601836419825225
2011-03-30,0.8400119701199052,0.6718909978211881,6.984814693898179,0.6932487974064868,0.7750755573738967
2011-03-31,1.2374931011915162,0.7247616332912261,6.610623652151334,0.5019244667012939,0.6154605703107354
2011-04-01,1.0419442258907294,0.3802988371942552,6.4950527413833345,0.4504028477026306,0.5897144003356768
2011-04-04,1.0246651175971282,0.4825221174493966,6.312833838329489,0.4818722926165665,0.5474199501361994
2011-04-05,1.1229623086709044,0.3526283468001974,6.262741740616497,0.43089557888197044,0.5211708928112058
2011-04-06,0.7874878921801043,0.8187152636721262,6.349259044348016,0.37409386573561193,0.36842205860922433
2011-04-07,0.8371289524034323,0.8048865598029327,5.679471988215324,0.2711774812192848,0.4853214371157682
2011-04-08,0.8285942735056835,0.4015855621959747,5.658305571724631,0.25225529054530843,0.4674602630142748
2011-04-11,0.8620356777091422,0.12776302614428278,5.631388571727585,0.2418192013708995,0.44651835381268906
2011-04-12,0.872283504007772,0.44170595243884647,5.374309610647906,0.30208202643690724,0.5648520128245696
2011-04-13,1.5867478077960944,1.166879083796348,4.6506008958661385,0.5281897010870429,0.861586606552969
2011-04-14,1.0818313844340897,0.6756682716515027,4.3605905844125195,0.5812605742069089,0.9537115104883328
2011-04-15,0.9600117567989154,0.5815355655704033,4.577452102080373,0.528953422212246,0.8070028086733027
2011-04-18,0.6412494201165541,0.964911070971667,4.240142683923843,0.6022788419646825,0.9460042044676487
2011-04-19,0.6498389864542463,0.2919900657069933,4.28172011132027,0.6098166941389537,0.9193485156777644
2011-04-20,0.8660544146695021,0.5484456178342146,4.801070982581658,0.48074857329971393,0.6554123989133039
2011-04-21,0.7793885897863466,0.3987928567828783,4.523476132212926,0.5625084753629251,0.7832503434139443
2011-04-25,0.8402027787361317,0.22644715994753747,4.5258388695213885,0.5588712844922944,0.7755610193383612
2011-04-26,1.2076053715519817,0.595541066823762,4.670200388625382,0.5755670047271637,0.7256542942749897
2011-04-27,1.2640037631770953,0.611511606638059,4.704384405486749,0.5659014206798051,0.7120683190410811
2011-04-28,1.0846364731584865,0.37955611728023314,4.648923658556905,0.541551148541351,0.7173574403475612
